Department,CourseNumber,Prerequisites,Offerings,ParsedPrerequisites,numberOfOfferings
CMPT,276,"One W course, CMPT 225, (MACM 101 or (ENSC 251 and ENSC 252)) and (MATH 151 or MATH 150), all with a minimum grade of C-. MATH 154 or MATH 157 with at least a B+ may be substituted for MATH 151 or MATH 150.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CMPT225,MACM101,MATH150),(CMPT225,MACM101,MATH151),(CMPT225,ENSC251,ENSC252,MATH150),(CMPT225,ENSC251,ENSC252,MATH151)",5
CMPT,295,"Either (MACM 101 and (CMPT 125 or CMPT 135)) or (MATH 151 and CMPT 102 for students in an Applied Physics program), all with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(MACM101,CMPT125),(MACM101,CMPT135),(MATH151,CMPT102)",5
CMPT,300,"CMPT 225 and (CMPT 295 or ENSC 254), all with a minimum grade of C-.","['Summer 2024', 'Spring 2024']","(CMPT225,CMPT295),(CMPT225,ENSC254)",2
CMPT,303,"CMPT 225, (CMPT 295 or ENSC 254), and (CMPT 201 or ENSC 351), all with a minimum grade of C-.",['Spring 2025'],"(CMPT225,CMPT295,CMPT201),(CMPT225,CMPT295,ENSC351),(CMPT225,ENSC254,CMPT201),(CMPT225,ENSC254,ENSC351)",1
CMPT,305,"CMPT 225, (MACM 101 or (ENSC 251 and ENSC 252)) and (STAT 270 or STAT 271), all with a minimum grade of C-.",['Spring 2024'],"(CMPT225,MACM101,STAT270),(CMPT225,MACM101,STAT271),(CMPT225,ENSC251,ENSC252,STAT270),(CMPT225,ENSC251,ENSC252,STAT271)",1
CMPT,307,"CMPT 225, (MACM 201 or CMPT 210), (MATH 150 or MATH 151), and (MATH 232 or MATH 240), all with a minimum grade of C-. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 150 or MATH 151.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CMPT225,MACM201,MATH150,MATH232),(CMPT225,MACM201,MATH150,MATH240),(CMPT225,MACM201,MATH151,MATH232),(CMPT225,MACM201,MATH151,MATH240),(CMPT225,CMPT210,MATH150,MATH232),(CMPT225,CMPT210,MATH150,MATH240),(CMPT225,CMPT210,MATH151,MATH232),(CMPT225,CMPT210,MATH151,MATH240)",5
CMPT,310,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CMPT225,MACM101),(CMPT225,ENSC251,ENSC252)",5
CMPT,318,CMPT 225 with a minimum grade of C-. Additional prerequisites to be determined by the instructor subject to approval by the undergraduate program chair.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(CMPT225),3
CMPT,340,"Completion of 60 units including one of CMPT 125, 126, 128, 135, with a minimum grade of C- or CMPT 102 with a grade of B or higher.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(CMPT125),(CMPT126),(CMPT128),(CMPT135),(CMPT102)",3
CMPT,353,"CMPT 225 and (BUS 232, STAT 201, STAT 203, STAT 205, STAT 270, STAT 271, ENSC 280, MSE 210, or SEE 241), with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CMPT225,BUS232),(CMPT225,STAT201),(CMPT225,STAT203),(CMPT225,STAT205),(CMPT225,STAT270),(CMPT225,STAT271),(CMPT225,ENSC280),(CMPT225,MSE210),(CMPT225,SEE241)",5
CMPT,354,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CMPT225,MACM101),(CMPT225,ENSC251,ENSC252)",5
CMPT,361,"CMPT 225 and MATH 232 or 240, all with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(CMPT225,MATH232),(CMPT225,MATH240)",3
CMPT,362,CMPT 225 with a minimum grade of C-.,['Fall 2024'],(CMPT225),1
CMPT,363,"CMPT 225 and CMPT 263, both with a minimum grade of C-.","['Spring 2025', 'Spring 2024']","(CMPT225,CMPT263)",2
CMPT,365,CMPT 225 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(CMPT225),5
CMPT,371,"CMPT 225 and (MATH 151 or MATH 150), with a minimum grade of C-. MATH 154 or MATH 157 with a grade of at least B+ may be substituted for MATH 151 (MATH 150).","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CMPT225,MATH150),(CMPT225,MATH151)",5
CMPT,372,"CMPT 272 and CMPT 225, both with a minimum grade of C-.",['Spring 2024'],"(CMPT225,CMPT272)",1
CMPT,373,"CMPT 276 or 275, with a minimum grade of C-.",['Fall 2024'],"(CMPT276),(CMPT275)",1
CMPT,379,"(MACM 201 or CMPT 210), (CMPT 295 or ENSC 215) and CMPT 225, all with a minimum grade of C-.",['Summer 2025'],"(MACM201,CMPT295,CMPT225),(MACM201,ENSC215,CMPT225),(CMPT210,CMPT295,CMPT225),(CMPT210,ENSC215,CMPT225)",1
CMPT,383,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']","(CMPT225,MACM101),(CMPT225,ENSC251,ENSC252)",4
CMPT,384,"CMPT 225 and (MACM 101 or (ENSC 251 and ENSC 252)), all with a minimum grade of C-.",['Spring 2025'],"(CMPT225,MACM101),(CMPT225,ENSC251,ENSC252)",1
CMPT,403,"CMPT 201 or CMPT 300, with a minimum grade of C-.",['Summer 2024'],"(CMPT201),(CMPT300)",1
CMPT,404,(MACM 201 or CMPT 210) with a minimum grade of C-. CMPT 307 and 308 are recommended.,"['Spring 2025', 'Spring 2024']","(MACM201),(CMPT210)",2
CMPT,405,CMPT 307 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(CMPT307),3
CMPT,409,CMPT 307 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(CMPT307),3
CMPT,410,"CMPT 310 and MACM 316, both with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(CMPT310,MACM316)",3
CMPT,412,"CMPT 361 and MATH 152, both with a minimum grade of C-.","['Spring 2025', 'Fall 2024']","(CMPT361,MATH152)",2
CMPT,413,"Completion of nine units in Computing Science upper division courses or, in exceptional cases, permission of the instructor.","['Spring 2025', 'Spring 2024']",,2
CMPT,415,Permission of Instructor and School.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
CMPT,416,Permission of the department.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
CMPT,417,CMPT 225 with a minimum grade of C-.,['Fall 2024'],(CMPT225),1
CMPT,419,,"['Spring 2025', 'Spring 2024']",,2
CMPT,420,"CMPT 410 or CMPT 419 (Machine Learning), with a minimum grade of C-.","['Spring 2025', 'Spring 2024']","(CMPT410),(CMPT419)",2
CMPT,426,"Students must complete Bridging Online (visit www.sfu.ca/coop/bol for further details) at least two terms before their anticipated co-op placement. Students must then enroll with the co-op program by the second week of the term preceding the work term. Normally, students will have completed a minimum of 45 units by the end of the term of application, CMPT 275 or 276, and have a minimum CGPA of 2.50.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CMPT275),(CMPT276)",5
CMPT,427,"CMPT 426, CGPA of 2.50.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(CMPT426),5
CMPT,428,"CMPT 427, CGPA of 2.50.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(CMPT427),5
CMPT,429,"CMPT 428, CGPA of 2.50.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(CMPT428),5
CMPT,430,"CMPT 429, CGPA of 2.50.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(CMPT429),5
CMPT,431,"(CMPT 201 or CMPT 300) and CMPT 371, both with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(CMPT201,CMPT371),(CMPT300,CMPT371)",3
CMPT,433,"(CMPT 201 or CMPT 300) and CMPT 295, with a minimum grade of C-.","['Spring 2025', 'Spring 2024']","(CMPT201,CMPT295),(CMPT300,CMPT295)",2
CMPT,441,CMPT 307 with a minimum grade of C-.,['Fall 2024'],(CMPT307),1
CMPT,450,CMPT 295 with a minimum grade of C-.,['Fall 2024'],(CMPT295),1
CMPT,454,"(CMPT 201 or CMPT 300) and CMPT 354, with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CMPT201,CMPT354),(CMPT300,CMPT354)",4
CMPT,459,CMPT 354 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(CMPT354),3
CMPT,461,CMPT 361 with a minimum grade of C-.,"['Spring 2025', 'Spring 2024']",(CMPT361),2
CMPT,464,"CMPT 361, MACM 316, both with a minimum grade of C-.",['Fall 2024'],"(CMPT361,MACM316)",1
CMPT,466,"CMPT 361 and MACM 316, with a minimum grade of C- or permission of the instructor.",['Spring 2025'],"(CMPT361,MACM316)",1
CMPT,469,CMPT 361 with a minimum grade of C-.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']",(CMPT361),4
CMPT,471,"CMPT 300 and 371, with a minimum grade of C-.","['Summer 2024', 'Spring 2024']","(CMPT300,CMPT371)",2
CMPT,473,(CMPT 275 or CMPT 276) with a minimum grade of C- and 15 upper division CMPT units.,['Fall 2024'],"(CMPT275),(CMPT276)",1
CMPT,474,CMPT 371 with a minimum grade of C-.,['Spring 2024'],(CMPT371),1
CMPT,475,"CMPT 275 or CMPT 276, (MACM 201 or CMPT 210) , all with a minimum grade of C- and 15 units of upper division courses. Recommended: Co-op experience.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(CMPT275,MACM201),(CMPT275,CMPT210),(CMPT276,MACM201),(CMPT276,CMPT210)",3
CMPT,476,"MATH 232 or MATH 240, with a minimum grade of C-.",['Spring 2024'],"(MATH232),(MATH240)",1
CMPT,477,"CMPT 275 or 276, with a minimum grade of C-.",['Fall 2024'],"(CMPT275),(CMPT276)",1
CMPT,478,"CMPT 476 or PHYS 416, with a minimum grade of C-.","['Spring 2025', 'Summer 2024']","(CMPT476),(PHYS416)",2
CMPT,479,"CMPT 201 or CMPT 300, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CMPT201),(CMPT300)",5
CMPT,489,CMPT 383 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Summer 2024']",(CMPT383),3
CMPT,493,"CMPT 275 or CMPT 276, at least 80 units, CGPA and UDGPA over 3.0, enrolled in any CS major program. Participation in the practicum is competitive and an application must be submitted to the Undergraduate Chair by a defined due date announced each term.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']","(CMPT275),(CMPT276)",4
CMPT,494,Students must have completed at least 15 units of upper division CMPT courses. Successful Capstone Project Proposal.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
CMPT,495,CMPT 494 with a minimum grade of C-. CMPT 495 must be taken in the term immediately following the successful completion of CMPT 494 and must be for the same project and faculty supervisor.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(CMPT494),5
CMPT,496,"Students must have completed 90 units, including 15 units of upper division CMPT courses, and have a GPA of at least 3.00. The proposal must be submitted to the undergraduate chair at least 15 days in advance of the term. The proposal must be signed by the supervisor(s) and the undergraduate chair.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
CMPT,497,Submission of a satisfactory capstone project proposal.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
CMPT,498,"Students must have completed 90 units, including 15 units of upper division CMPT courses, and have a GPA of at least 3.00. The proposal must be submitted to the Undergraduate Chair at least 15 days in advance of the term. The proposal must be signed by the supervisor(s) and the undergraduate chair.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
COGS,110,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
COGS,200,COGS 100.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(COGS100),3
COGS,300,60 credits.,['Spring 2025'],,1
COGS,310,COGS 100 and 200 (or permission of the instructor).,['Fall 2024'],"(COGS100,COGS200)",1
COGS,315,"One of: PHIL 110, 210, 310, 314, MACM 101, BUEC 232 or STAT 270.","['Fall 2024', 'Spring 2024']","(PHIL110),(PHIL210),(PHIL310),(PHIL314),(MACM101),(BUEC232),(STAT270)",2
COGS,490,Approval of cognitive science steering committee after completion of at least 7 upper division courses within the Cognitive Science Honours program requirements.,['Spring 2025'],,1
CRIM,101,,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,4
CRIM,103,PSYC 100 and 102 are recommended.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,4
CRIM,104,SA 150 is recommended.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']",,4
CRIM,131,,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,4
CRIM,135,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']",,4
CRIM,210,CRIM 101 and CRIM 131.,"['Fall 2024', 'Spring 2024']","(CRIM101,CRIM131)",2
CRIM,220,Any 100 division CRIM course is recommended.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,4
CRIM,230,CRIM 135.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(CRIM135),3
CRIM,241,CRIM 131.,"['Fall 2024', 'Spring 2024']",(CRIM131),2
CRIM,251,CRIM 131.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(CRIM131),3
CRIM,302,CRIM 101.,"['Spring 2025', 'Summer 2024', 'Spring 2024']",(CRIM101),3
CRIM,303,Any 100 division CRIM course.,"['Fall 2024', 'Spring 2024']",,2
CRIM,304,Any 100 division CRIM courses.,"['Spring 2025', 'Fall 2024']",,2
CRIM,311,CRIM 101.,"['Spring 2025', 'Spring 2024']",(CRIM101),2
CRIM,314,CRIM 101. Recommended: CRIM 131.,['Spring 2024'],(CRIM101),1
CRIM,315,45 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
CRIM,317,CRIM 101.,"['Fall 2024', 'Summer 2024']",(CRIM101),2
CRIM,318,CRIM 101.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(CRIM101),3
CRIM,320,CRIM 101; one of CRIM 120 or 220. CRIM 320 may be taken concurrently with CRIM 321.,"['Spring 2025', 'Fall 2024', 'Spring 2024']","(CRIM101,CRIM120),(CRIM101,CRIM220)",3
CRIM,321,CRIM 101; one of CRIM 120 or 220. This course may be taken concurrently with CRIM 320.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CRIM101,CRIM120),(CRIM101,CRIM220)",4
CRIM,326,CRIM 101 and CRIM 103.,['Spring 2025'],"(CRIM101,CRIM103)",1
CRIM,330,CRIM 101 and 230.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']","(CRIM101,CRIM230)",4
CRIM,331,CRIM 101 and 230.,['Spring 2025'],"(CRIM101,CRIM230)",1
CRIM,332,CRIM 101 and 135.,"['Fall 2024', 'Spring 2024']","(CRIM101,CRIM135)",2
CRIM,335,CRIM 101 and CRIM 135.,"['Summer 2025', 'Fall 2024']","(CRIM101,CRIM135)",2
CRIM,338,CRIM 101 and 135.,['Spring 2025'],"(CRIM101,CRIM135)",1
CRIM,340,CRIM 101 and 220.,['Spring 2024'],"(CRIM101,CRIM220)",1
CRIM,343,CRIM 101. Recommended: CRIM 241.,"['Fall 2024', 'Spring 2024']",(CRIM101),2
CRIM,344,CRIM 101 and CRIM 135.,"['Fall 2024', 'Spring 2024']","(CRIM101,CRIM135)",2
CRIM,346,CRIM 101. Recommended: CRIM 241,"['Spring 2025', 'Spring 2024']",(CRIM101),2
CRIM,350,CRIM 101.,['Spring 2025'],(CRIM101),1
CRIM,351,CRIM 101 and 251.,['Spring 2024'],"(CRIM101,CRIM251)",1
CRIM,352,CRIM 101.,['Fall 2024'],(CRIM101),1
CRIM,355,45 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
CRIM,356,45 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
CRIM,357,CRIM 101.,['Fall 2024'],(CRIM101),1
CRIM,358,CRIM 101. Recommended: CRIM 320 or equivalent.,['Spring 2025'],(CRIM101),1
CRIM,370,"CRIM 320 and 330, and written application to the school no later than the last day of classes of the preceding term. CRIM 370 and 470 may not be taken concurrently.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CRIM320,CRIM330)",5
CRIM,380,CRIM 101.,"['Summer 2025', 'Fall 2024', 'Summer 2024']",(CRIM101),3
CRIM,402,CRIM 101.,['Spring 2025'],(CRIM101),1
CRIM,405,CRIM 101.,['Fall 2024'],(CRIM101),1
CRIM,406,CRIM 101.,"['Spring 2025', 'Spring 2024']",(CRIM101),2
CRIM,410,CRIM 131.,['Fall 2024'],(CRIM131),1
CRIM,416,CRIM 101.,"['Summer 2025', 'Summer 2024', 'Spring 2024']",(CRIM101),3
CRIM,417,CRIM 101.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(CRIM101),3
CRIM,418,CRIM 101.,['Spring 2024'],(CRIM101),1
CRIM,419,CRIM 101 or FNST 101 or 201 or permission of the instructor.,['Fall 2024'],"(CRIM101),(FNST101),(FNST201)",1
CRIM,429,CRIM 101 or FNST 101 or 201 or permission of instructor.,"['Spring 2025', 'Spring 2024']","(CRIM101),(FNST101),(FNST201)",2
CRIM,433,CRIM 101.,"['Fall 2024', 'Spring 2024']",(CRIM101),2
CRIM,438,CRIM 330 is recommended.,"['Spring 2025', 'Fall 2024']",(CRIM330),2
CRIM,441,CRIM 220.,['Fall 2024'],(CRIM220),1
CRIM,451,CRIM 101. Recommended: CRIM 355.,['Fall 2024'],(CRIM101),1
CRIM,452,CRIM 101. Recommended: CRIM 357.,"['Spring 2025', 'Spring 2024']",(CRIM101),2
CRIM,453,CRIM 101.,['Spring 2024'],(CRIM101),1
CRIM,454,CRIM 101.,['Fall 2024'],(CRIM101),1
CRIM,458,CRIM 251.,['Spring 2025'],(CRIM251),1
CRIM,459,CRIM 101.,['Spring 2024'],(CRIM101),1
CRIM,460,CRIM 101.,['Spring 2025'],(CRIM101),1
CRIM,470,"CRIM 320, 321 and 330. Written application to the school no later than the last day of classes of the preceding term. Reserved for criminology honours and majors. Recommended: CRIM 370.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CRIM320,CRIM321,CRIM330)",5
CRIM,480,CRlM 380.,['Fall 2024'],(CRIM380),1
CRIM,485,"Permission of the school, and minimum 90 units and CGPA of 2.75. Applicants must be declared criminology majors.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']",,4
CRIM,486,"Permission of the school, and minimum 90 units and CGPA of 2.75. Applicants must be declared criminology majors and must be enrolled in or have completed CRIM 320, 321 and 485. Corequisite: CRIM 488. A criminal record check may be required dependent on agency.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(CRIM320,CRIM321,CRIM485)",5
CRIM,487,"CRIM 485, a minimum of 90 units and CGPA of 2.75, and/or permission of the school. Applicants must be declared criminology majors. Corequisite: CRIM 489. A criminal record check may be required dependent on agency.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(CRIM485),5
CRIM,488,"Permission of the school, CRIM 485, a minimum of 90 units and CGPA of 2.75. Applicants must be declared criminology majors. Corequisite: CRIM 486. A criminal record check may be required dependent on agency.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(CRIM485),5
CRIM,489,"CRIM 485, a minimum of 90 units and CGPA of 2.75, and/or permission of the school. Applicants must be declared criminology majors. Corequisite: CRIM 487. A criminal record check may be required dependent on agency.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(CRIM485),5
CRIM,490,Open only to students who have been admitted to the Criminology Honours Program,['Fall 2024'],,1
CRIM,491,Open only to students who have been admitted to the Criminology Honours Program.,['Fall 2024'],,1
CRIM,499,A minimum grade of B in CRIM 490 and 491 is required.,"['Spring 2025', 'Spring 2024']","(CRIM490,CRIM491)",2
DATA,180,Major or honours in Data Science or permission of the program director.,['Fall 2024'],,1
DIAL,393,45 units or permission of instructor. Corequisite: DIAL 394.,['Fall 2024'],,1
DIAL,394,45 units or permission of instructor. Corequisite: DIAL 393.,['Fall 2024'],,1
DIAL,461,45 units and permission of instructor.,['Spring 2024'],,1
EASC,101,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
EASC,103,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']",,4
EASC,107,,"['Summer 2024', 'Spring 2024']",,2
EASC,201,EASC 101 with a grade of C- or better. EASC 210 recommended.,"['Spring 2025', 'Spring 2024']",(EASC101),2
EASC,202,EASC 101 and CHEM 121. All with a grade of C- or better.,['Fall 2024'],"(EASC101,CHEM121)",1
EASC,204,"EASC 101, PHYS 101 or 120 or 125 or 140. All with a grade of C- or better.","['Spring 2025', 'Spring 2024']","(EASC101,PHYS101),(EASC101,PHYS120),(EASC101,PHYS125),(EASC101,PHYS140)",2
EASC,205,"EASC 202, CHEM 122, and one of: (PHYS 102 and PHYS 133), (PHYS 121 and PHYS 133), (PHYS 126 and PHYS 133) or (PHYS 141). All with a grade of C- or better.","['Spring 2025', 'Spring 2024']","(EASC202,CHEM122,PHYS102,PHYS133),(EASC202,CHEM122,PHYS121,PHYS133),(EASC202,CHEM122,PHYS126,PHYS133),(EASC202,CHEM122,PHYS141)",2
