Department,CourseNumber,ParsedPrerequisites,numberOfOfferings,Prerequisites,Offerings
EASC,207,"(MATH152,PHYS102,PHYS133),(MATH152,PHYS121,PHYS133),(MATH152,PHYS126,PHYS133),(MATH152,PHYS141)",1,"MATH 152, and one of: (PHYS 102 and PHYS 133), (PHYS 121 and PHYS 133), (PHYS 126 and PHYS 133) or (PHYS 141). All with a grade of C- or better.",['Fall 2024']
EASC,208,"(EASC202,CHEM121,CHEM122,CHEM126)",2,"EASC 202, CHEM 121, 122 and 126. All with a grade of C- or better.","['Spring 2025', 'Spring 2024']"
EASC,210,(EASC101),2,EASC 101 with a grade of C- or better.,"['Spring 2025', 'Spring 2024']"
EASC,301,"(EASC205,EASC208)",1,EASC 205 and 208. All with a grade of C- or better.,['Fall 2024']
EASC,302,"(STAT201,EASC201,EASC205),(STAT270,EASC201,EASC205)",1,"STAT 201 or 270, EASC 201 and 205. All with a grade of C- or better.",['Fall 2024']
EASC,304,"(EASC101,PHYS102),(EASC101,PHYS121),(EASC101,PHYS126),(EASC101,PHYS141)",1,"EASC 101 and PHYS 102 or 121 or 126 or 141; and 12 additional units in earth sciences, physical geography or environmental science. All with a grade of C- or better.",['Fall 2024']
EASC,305,"(EASC101,MATH152,PHYS121,STAT201),(EASC101,MATH152,PHYS121,STAT270),(EASC101,MATH152,PHYS126,STAT201),(EASC101,MATH152,PHYS126,STAT270),(EASC101,MATH152,PHYS102,STAT201),(EASC101,MATH152,PHYS102,STAT270),(EASC101,MATH152,PHYS141,STAT201),(EASC101,MATH152,PHYS141,STAT270)",2,"EASC 101; MATH 152, PHYS 121 or 126 or 102 or 141, and STAT 201 or 270 (all with a grade of C- or better), and six units in any 200-division or higher EASC courses.","['Spring 2025', 'Spring 2024']"
EASC,306,"(EASC201,EASC204,EASC205,EASC206)",2,"Prerequisite/Corequisite: EASC 201, 204, 205, and 206. All with a grade of C- or better.","['Summer 2025', 'Summer 2024']"
EASC,308,"(EASC201,EASC206,EASC209W)",2,"EASC 201, 206 and 209W. Recommended: EASC 207. All with a grade of C- or better.","['Summer 2025', 'Summer 2024']"
EASC,309,"(EASC201,EASC204,EASC205,EASC206,EASC207)",1,"EASC 201, 204, 205, 206 and 207. All with a grade of C- or better.",['Fall 2024']
EASC,311,(EASC301),2,EASC 301 with a grade of C- or better. EASC 302 recommended.,"['Spring 2025', 'Spring 2024']"
EASC,312,"(EASC201,EASC204)",1,"EASC 201 and 204. Recommended: EASC 206, 302. All with a grade of C- or better.",['Spring 2025']
EASC,313,(EASC204),2,EASC 204 with a grade of C- or better.,"['Spring 2025', 'Spring 2024']"
EASC,400,,1,To be determined by instructor.,['Spring 2025']
EASC,401,"(EASC201,EASC204,EASC208,EASC301)",1,"EASC 201, 204, 208, and 301. All with a grade of C- or better.",['Fall 2024']
EASC,402,(EASC302),1,EASC 302 with a grade of C- or better.,['Fall 2024']
EASC,403,"(EASC201,EASC209W,EASC308),(EASC201,GEOG213,EASC308)",2,"EASC 201, EASC 209W or GEOG 213, and EASC 308. All with a grade of C- or better.","['Spring 2025', 'Spring 2024']"
EASC,405,"(EASC304),(GEOG311)",1,"EASC 304 or GEOG 311, with a grade of C- or better.",['Spring 2024']
EASC,408,(EASC309),1,/Corequsite: EASC 309 with a C- or better.,['Fall 2024']
EASC,413,(EASC313),1,EASC 313 with a grade of C- or better or permission of instructor.,['Fall 2024']
EASC,415,(EASC304),1,EASC 304.,['Spring 2025']
EASC,420,"(EASC302,EASC304),(EASC312,EASC304)",1,"EASC 302 or EASC 312, and EASC 304. All with a grade of C- or better.",['Spring 2024']
EASC,491,,2,75 units including 30 units in earth science courses and permission of the department.,"['Fall 2024', 'Spring 2024']"
EASC,493,,4,75 units including 30 units in earth sciences courses and permission of the department.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EASC,498,,2,Permission of the department. Normally taken after completion of 300-level program requirements.,"['Spring 2025', 'Spring 2024']"
EASC,499,,3,"EASC 498 with a grade of B or better, admittance to the honours program, and permission of the department.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
ECON,102,,2,,"['Fall 2024', 'Spring 2024']"
ECON,103,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,104,,1,,['Spring 2025']
ECON,105,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,113,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
ECON,115,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
ECON,201,"(ECON103,MATH150),(ECON103,MATH151),(ECON103,MATH154),(ECON103,MATH157),(ECON113,MATH150),(ECON113,MATH151),(ECON113,MATH154),(ECON113,MATH157),(ECON105,MATH150),(ECON105,MATH151),(ECON105,MATH154),(ECON105,MATH157),(ECON115,MATH150),(ECON115,MATH151),(ECON115,MATH154),(ECON115,MATH157)",5,"ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,222,"(ECON103,MATH150),(ECON103,MATH151),(ECON103,MATH154),(ECON103,MATH157),(ECON113,MATH150),(ECON113,MATH151),(ECON113,MATH154),(ECON113,MATH157)",1,"ECON 103, MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-, or ECON 113 with a minimum grade of A-.",['Spring 2025']
ECON,233,"(MATH150),(MATH151),(MATH154),(MATH157)",2,"MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; 15 units. MATH 150, MATH 151, MATH 154, or MATH 157 may be taken concurrently with ECON 233.","['Spring 2025', 'Spring 2024']"
ECON,260,"(ECON103),(ECON113)",3,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-.,"['Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,280,"(ECON103),(ECON113)",3,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-.,"['Summer 2025', 'Summer 2024', 'Spring 2024']"
ECON,290,"(ECON103),(ECON113)",1,"ECON 103 or ECON 113, with a minimum grade of C-.",['Spring 2025']
ECON,291,"(ECON103,ECON105),(ECON103,ECON115),(ECON113,ECON105),(ECON113,ECON115)",2,"ECON 103 or ECON 113, with a minimum grade of C-; ECON 105 or ECON 115, with a minimum grade of C-.","['Fall 2024', 'Summer 2024']"
ECON,302,(ECON201),4,ECON 201 with a minimum grade of C-; 60 units.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,305,(ECON201),5,ECON 201 with a minimum grade of C-; 60 units. Students with a minimum grade of A- in ECON 103 and 105 at Simon Fraser University at their first attempt can complete ECON 305 concurrently with ECON 201 after 30 units. Students seeking permission to enroll on this basis must contact the undergraduate advisor in economics.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,310,"(ECON103,ECON105),(ECON103,ECON115),(ECON113,ECON105),(ECON113,ECON115)",4,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; 60 units.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
ECON,325,(ECON201),3,ECON 201 with a minimum grade of C-; 60 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
ECON,331,"(ECON103,ECON105,MATH150),(ECON103,ECON105,MATH151),(ECON103,ECON105,MATH154),(ECON103,ECON105,MATH157),(ECON113,ECON115,MATH150),(ECON113,ECON115,MATH151),(ECON113,ECON115,MATH154),(ECON113,ECON115,MATH157)",2,"ECON 103 and 105, with a minimum grade of C-; MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; 60 units or permission of the department.","['Spring 2025', 'Spring 2024']"
ECON,333,"(ECON103,ECON105,ECON233,MATH150),(ECON103,ECON105,ECON233,MATH151),(ECON103,ECON105,ECON233,MATH154),(ECON103,ECON105,ECON233,MATH157),(ECON103,ECON105,BUS232,MATH150),(ECON103,ECON105,BUS232,MATH151),(ECON103,ECON105,BUS232,MATH154),(ECON103,ECON105,BUS232,MATH157),(ECON103,ECON105,STAT270,MATH150),(ECON103,ECON105,STAT270,MATH151),(ECON103,ECON105,STAT270,MATH154),(ECON103,ECON105,STAT270,MATH157),(ECON113,ECON115,ECON233,MATH150),(ECON113,ECON115,ECON233,MATH151),(ECON113,ECON115,ECON233,MATH154),(ECON113,ECON115,ECON233,MATH157),(ECON113,ECON115,BUS232,MATH150),(ECON113,ECON115,BUS232,MATH151),(ECON113,ECON115,BUS232,MATH154),(ECON113,ECON115,BUS232,MATH157),(ECON113,ECON115,STAT270,MATH150),(ECON113,ECON115,STAT270,MATH151),(ECON113,ECON115,STAT270,MATH154),(ECON113,ECON115,STAT270,MATH157)",5,"ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; ECON 233, BUS (or BUEC) 232, or STAT 270, with a minimum grade of C-; MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; 60 units. Students with a minimum grade of A- in ECON 233, BUS (or BUEC) 232 or STAT 270 can take ECON 333 after 30 units. Students seeking permission to enroll based on their ECON 233, BUS (or BUEC) 232 or STAT 270 grade must contact the undergraduate advisor in economics.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,334,"(ECON233,ECON103),(ECON233,ECON113),(ECON233,ECON105),(ECON233,ECON115),(BUS232,ECON103),(BUS232,ECON113),(BUS232,ECON105),(BUS232,ECON115),(STAT270,ECON103),(STAT270,ECON113),(STAT270,ECON105),(STAT270,ECON115),(POL201,ECON103),(POL201,ECON113),(POL201,ECON105),(POL201,ECON115)",1,"ECON 233 or BUS 232 or STAT 270 or POL 201, with a minimum grade of C-; ECON 103 with a minimum grade of C-, or ECON 113 with a minimum grade of A-, or ECON 105 with a minimum grade of C-, or ECON 115 with a minimum grade of A-.",['Fall 2024']
ECON,335,,2,,"['Spring 2025', 'Spring 2024']"
ECON,342,"(ECON103,ECON105),(ECON103,ECON115),(ECON113,ECON105),(ECON113,ECON115)",3,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; 60 units or permission of the department.,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
ECON,345,"(ECON103,ECON105),(ECON103,ECON115),(ECON113,ECON105),(ECON113,ECON115)",3,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; 60 units or permission of the department.,"['Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,381,(ECON201),2,ECON 201 with a minimum grade of C-; 60 units.,"['Summer 2025', 'Summer 2024']"
ECON,383,,2,To be determined by the instructor subject to approval by the department chair.,"['Fall 2024', 'Summer 2024']"
ECON,392,(ECON201),3,ECON 201 with a minimum grade of C-; 60 units.,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
ECON,393,(ECON201),1,ECON 201 with a minimum grade of C-; 60 units.,['Spring 2025']
ECON,402,"(ECON302,ECON331)",1,"ECON 302 and 331, with a minimum grade of C-. Students who have completed both MATH 232 and 251 may substitute these courses for ECON 331. Entry into this course requires a minimum CGPA of 3.0 or permission of the department.",['Fall 2024']
ECON,403,"(ECON302,ECON305,ECON331)",2,"ECON 302, 305 and 331, all with a minimum grade of C-. Students who have completed both MATH 232 and 251 may substitute them for ECON 331. Entry into this course requires a minimum CGPA of 3.0 or permission of the department.","['Spring 2025', 'Spring 2024']"
ECON,410,"(ECON201,ECON305)",3,"ECON 201 and ECON 305, all with a minimum grade of C-.","['Summer 2025', 'Fall 2024', 'Summer 2024']"
ECON,425,(ECON302),2,ECON 302 with a minimum grade of C-.,"['Spring 2025', 'Spring 2024']"
ECON,434,"(ECON333,ECON302),(BUEC333,ECON302)",1,"ECON 333 (or BUEC 333) and ECON 302, all with a minimum grade of C-.",['Spring 2025']
ECON,435,"(ECON201,ECON333),(ECON201,BUEC333)",1,"ECON 201 and ECON (or BUEC) 333, all with a minimum grade of C-. Entry into this course requires a minimum CGPA of 3.0 or permission of the department.",['Fall 2024']
ECON,437,"(ECON201),(ECON301)",1,"ECON 201 or ECON 301, with a minimum grade of C-.",['Spring 2024']
ECON,446,"(ECON201,ECON305,ECON345)",2,"ECON 201, ECON 305 and ECON 345, all with a minimum grade of C-.","['Fall 2024', 'Spring 2024']"
ECON,453,"(ECON201,ECON333),(ECON201,BUEC333)",1,"ECON 201 and ECON (or BUEC) 333, all with a minimum grade of C-.",['Fall 2024']
ECON,460,(ECON302),2,ECON 302 with a minimum grade of C-.,"['Fall 2024', 'Summer 2024']"
ECON,480,"(ECON333),(BUEC333)",2,ECON (or BUEC) 333 with a minimum grade of C-.,"['Summer 2025', 'Summer 2024']"
ECON,482,,2,To be determined by the instructor subject to approval by the department chair.,"['Spring 2025', 'Fall 2024']"
ECON,483,,1,To be determined by the instructor subject to approval by the department chair.,['Spring 2024']
ECON,484,,3,To be determined by the instructor subject to approval by the department chair.,"['Summer 2025', 'Spring 2025', 'Summer 2024']"
ECON,494,"(ECON302,ECON305,ECON333),(ECON302,ECON305,BUEC333)",1,"ECON 302, 305 and ECON (or BUEC) 333, all with a minimum grade of C-. A minimum CGPA of 3.0.",['Fall 2024']
ECON,498,"(ECON201,ECON305)",1,"ECON 201 and ECON 305, all with a minimum grade of C- and permission of the undergraduate chair of the department.",['Spring 2024']
EDUC,199,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,211,"(MATH150),(MATH151),(MATH154),(MATH157)",1,"Students who have credit for MATH 150, MATH 151, MATH 154, MATH 157 need permission of the instructor to participate in EDUC 211 and EDUC 212.",['Fall 2024']
EDUC,212,"(MATH150),(MATH151),(MATH154),(MATH157)",2,"Students who have credit for MATH 150, MATH 151, MATH 154, MATH 157 need permission of the instructor to participate in EDUC 211 and EDUC 212.","['Spring 2025', 'Spring 2024']"
EDUC,220,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,222,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
EDUC,230,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,240,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,250,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,252,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,311,,4,60 units.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
EDUC,313,"(EDUC401,EDUC402),(EDUC403)",2,EDUC 401/402 or corequisite EDUC 403.,"['Summer 2025', 'Summer 2024']"
EDUC,315,"(EDUC220),(PSYC250),(LING100)",5,EDUC 220 or PSYC 250 or LING 100. Students may be required to successfully complete a Criminal Record Check.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,320,(EDUC220),3,EDUC 220.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
EDUC,322,"(EDUC220),(PSYC250)",5,EDUC 220 or PSYC 250.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,323,(EDUC220),5,60 units including EDUC 220.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,324,"(EDUC220,PSYC250)",5,EDUC 220 or PSYC 250 and 60 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,325,(EDUC220),2,EDUC 220.,"['Summer 2025', 'Summer 2024']"
EDUC,326,"(EDUC100),(EDUC220),(EDUC230),(EDUC240),(EDUC401,EDUC402),(EDUC403)",5,"One of EDUC 100, 220, 230, or 240; or EDUC 401/402, or corequisite EDUC 403.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,327,(EDUC220),3,"60 units, including EDUC 220.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
EDUC,328,"(EDUC220),(EDUC401,EDUC402),(EDUC403)",4,EDUC 220 or EDUC 401/402 or corequisite EDUC 403.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,330,,1,60 units including six units in EDUC courses.,['Summer 2024']
EDUC,341,,5,60 units including three units in EDUC courses.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,355,,1,60 units.,['Fall 2024']
EDUC,358,,1,60 units.,['Fall 2024']
EDUC,359,,1,60 units; or permission of instructor.,['Summer 2024']
EDUC,370,,5,"Completion of at least 60 units, including 3 units in Education.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,375,"(EDUC401,EDUC402),(EDUC403)",2,EDUC 401/402 or corequisite EDUC 403.,"['Summer 2025', 'Summer 2024']"
EDUC,376,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,380,"(FREN301),(FREN304),(FREN370)",2,FREN 301 or 304 or 370 or equivalent.,"['Spring 2025', 'Spring 2024']"
EDUC,382,,5,60 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,388,,2,,"['Fall 2024', 'Spring 2024']"
EDUC,398,,2,Will be announced prior to the beginning of each term.,"['Spring 2025', 'Spring 2024']"
EDUC,400,,1,Admission to Professional Programs and successful completion of a Criminal Record Check.,['Fall 2024']
EDUC,403,(EDUC402),3,EDUC 402. Students must successfully complete a Criminal Record Check.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
EDUC,404,"(EDUC401,EDUC402),(EDUC403)",5,EDUC 401/402 or corequisite EDUC 403.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,405,"(EDUC401,EDUC402),(EDUC402,EDUC403)",3,EDUC 401/402 or EDUC 402/403. Students must successfully complete a Criminal Record Check.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
EDUC,406,,2,Permission will not be given to students without previous teaching experience. Students must successfully complete a Criminal Record Check.,"['Spring 2025', 'Fall 2024']"
EDUC,407,,2,,"['Spring 2025', 'Fall 2024']"
EDUC,408,"(EDUC402,EDUC407)",1,EDUC 402 and 407. Corequisite: EDUC 403. Students must successfully complete a Criminal Record Check.,['Spring 2025']
EDUC,410,,1,,['Fall 2024']
EDUC,411,"(MATH152),(MATH155),(MATH158)",2,"One of MATH 152, 155 or 158. Corequisite: EDUC 415 or appropriate math background and permission of instructor.","['Summer 2025', 'Summer 2024']"
EDUC,414,"(EDUC401,EDUC402),(EDUC403)",3,EDUC 401/402 or corequisite EDUC 403.,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
EDUC,415,"(MATH152,EDUC401,EDUC402),(MATH152,EDUC403),(MATH155,EDUC401,EDUC402),(MATH155,EDUC403),(MATH158,EDUC401,EDUC402),(MATH158,EDUC403)",2,"One of MATH 152, 155, or 158, and either EDUC 401/402 or corequisite EDUC 403.","['Summer 2025', 'Summer 2024']"
EDUC,416,"(EDUC401,EDUC402),(EDUC403)",2,EDUC 401/402 or corequisite EDUC 403.,"['Summer 2025', 'Summer 2024']"
EDUC,422,"(PSYC250),(EDUC315),(EDUC473)",5,PSYC 250 or corequisite of EDUC 315 or 473. Students may be required to successfully complete a Criminal Record Check.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,423,(EDUC323),5,Or corequisite: EDUC 323.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,424,(EDUC422),2,Prerequisite or corequisite: EDUC 422. Students must successfully complete a Criminal Record Check.,"['Summer 2025', 'Summer 2024']"
EDUC,426,"(EDUC220),(PSYC250),(EDUC401,EDUC402),(EDUC403)",5,"Students may be required to successfully complete a Criminal Record Check. 60 units including EDUC 220 or PSYC 250, or EDUC 401/402 or Corequsite: EDUC 403.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,430,"(EDUC401,EDUC402),(EDUC403)",1,EDUC 401/402 or corequisite EDUC 403.,['Summer 2024']
EDUC,437,,5,60 units including 3 units in Education.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,445,,1,60 units.,['Fall 2024']
EDUC,448,,2,60 units including six in education courses. Teaching experience is recommended.,"['Summer 2025', 'Summer 2024']"
EDUC,452,"(EDUC401W,EDUC402W),(EDUC403)",2,EDUC 401W/402W or Corequisite: EDUC 403. Students may be required to successfully complete a Criminal Record Check.,"['Summer 2025', 'Summer 2024']"
EDUC,454,"(EDUC401,EDUC402),(EDUC403)",2,EDUC 401 and EDUC 402 or Corequisite: EDUC 403.,"['Summer 2025', 'Summer 2024']"
EDUC,457,"(EDUC401,EDUC402),(EDUC403)",2,EDUC 401/402 or corequisite EDUC 403.,"['Summer 2025', 'Summer 2024']"
EDUC,458,,2,60 units.,"['Spring 2025', 'Spring 2024']"
EDUC,459,"(EDUC401,EDUC402),(EDUC403)",2,EDUC 401/402 or corequisite EDUC 403.,"['Summer 2025', 'Summer 2024']"
EDUC,464,"(EDUC401,EDUC402),(PSYC250),(EDUC403)",5,EDUC 401/402 or PSYC 250 or corequisite EDUC 403.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,465,,4,60 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
EDUC,466,(EDUC464),5,Corequisite: EDUC 464.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,467,"(EDUC401,EDUC402),(EDUC403)",1,"60 units plus one of the following: six units of EDUC course work; or completion of EDUC 401/402; or admission to the Certificate in Teaching ESL program, or co-requisite EDUC 403.",['Summer 2024']
