Department,CourseNumber,Prerequisites,Offerings
COGS,315,"One of: PHIL 110, 210, 310, 314, MACM 101, BUEC 232 or STAT 270.","['Fall 2024', 'Spring 2024']"
COGS,490,Approval of cognitive science steering committee after completion of at least 7 upper division courses within the Cognitive Science Honours program requirements.,['Spring 2025']
CRIM,101,,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CRIM,103,PSYC 100 and 102 are recommended.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CRIM,104,SA 150 is recommended.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
CRIM,131,,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CRIM,135,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
CRIM,210,CRIM 101 and CRIM 131.,"['Fall 2024', 'Spring 2024']"
CRIM,220,Any 100 division CRIM course is recommended.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CRIM,230,CRIM 135.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
CRIM,241,CRIM 131.,"['Fall 2024', 'Spring 2024']"
CRIM,251,CRIM 131.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
CRIM,302,CRIM 101.,"['Spring 2025', 'Summer 2024', 'Spring 2024']"
CRIM,303,Any 100 division CRIM course.,"['Fall 2024', 'Spring 2024']"
CRIM,304,Any 100 division CRIM courses.,"['Spring 2025', 'Fall 2024']"
CRIM,311,CRIM 101.,"['Spring 2025', 'Spring 2024']"
CRIM,314,CRIM 101. Recommended: CRIM 131.,['Spring 2024']
CRIM,315,45 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
CRIM,317,CRIM 101.,"['Fall 2024', 'Summer 2024']"
CRIM,318,CRIM 101.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
CRIM,320,CRIM 101; one of CRIM 120 or 220. CRIM 320 may be taken concurrently with CRIM 321.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
CRIM,321,CRIM 101; one of CRIM 120 or 220. This course may be taken concurrently with CRIM 320.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CRIM,326,CRIM 101 and CRIM 103.,['Spring 2025']
CRIM,330,CRIM 101 and 230.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
CRIM,331,CRIM 101 and 230.,['Spring 2025']
CRIM,332,CRIM 101 and 135.,"['Fall 2024', 'Spring 2024']"
CRIM,335,CRIM 101 and CRIM 135.,"['Summer 2025', 'Fall 2024']"
CRIM,338,CRIM 101 and 135.,['Spring 2025']
CRIM,340,CRIM 101 and 220.,['Spring 2024']
CRIM,343,CRIM 101. Recommended: CRIM 241.,"['Fall 2024', 'Spring 2024']"
CRIM,344,CRIM 101 and CRIM 135.,"['Fall 2024', 'Spring 2024']"
CRIM,346,CRIM 101. Recommended: CRIM 241,"['Spring 2025', 'Spring 2024']"
CRIM,350,CRIM 101.,['Spring 2025']
CRIM,351,CRIM 101 and 251.,['Spring 2024']
CRIM,352,CRIM 101.,['Fall 2024']
CRIM,355,45 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
CRIM,356,45 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
CRIM,357,CRIM 101.,['Fall 2024']
CRIM,358,CRIM 101. Recommended: CRIM 320 or equivalent.,['Spring 2025']
CRIM,370,"CRIM 320 and 330, and written application to the school no later than the last day of classes of the preceding term. CRIM 370 and 470 may not be taken concurrently.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CRIM,380,CRIM 101.,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
CRIM,402,CRIM 101.,['Spring 2025']
CRIM,405,CRIM 101.,['Fall 2024']
CRIM,406,CRIM 101.,"['Spring 2025', 'Spring 2024']"
CRIM,410,CRIM 131.,['Fall 2024']
CRIM,416,CRIM 101.,"['Summer 2025', 'Summer 2024', 'Spring 2024']"
CRIM,417,CRIM 101.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
CRIM,418,CRIM 101.,['Spring 2024']
CRIM,419,CRIM 101 or FNST 101 or 201 or permission of the instructor.,['Fall 2024']
CRIM,429,CRIM 101 or FNST 101 or 201 or permission of instructor.,"['Spring 2025', 'Spring 2024']"
CRIM,433,CRIM 101.,"['Fall 2024', 'Spring 2024']"
CRIM,438,CRIM 330 is recommended.,"['Spring 2025', 'Fall 2024']"
CRIM,441,CRIM 220.,['Fall 2024']
CRIM,451,CRIM 101. Recommended: CRIM 355.,['Fall 2024']
CRIM,452,CRIM 101. Recommended: CRIM 357.,"['Spring 2025', 'Spring 2024']"
CRIM,453,CRIM 101.,['Spring 2024']
CRIM,454,CRIM 101.,['Fall 2024']
CRIM,458,CRIM 251.,['Spring 2025']
CRIM,459,CRIM 101.,['Spring 2024']
CRIM,460,CRIM 101.,['Spring 2025']
CRIM,470,"CRIM 320, 321 and 330. Written application to the school no later than the last day of classes of the preceding term. Reserved for criminology honours and majors. Recommended: CRIM 370.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CRIM,480,CRlM 380.,['Fall 2024']
CRIM,485,"Permission of the school, and minimum 90 units and CGPA of 2.75. Applicants must be declared criminology majors.","['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
CRIM,486,"Permission of the school, and minimum 90 units and CGPA of 2.75. Applicants must be declared criminology majors and must be enrolled in or have completed CRIM 320, 321 and 485. Corequisite: CRIM 488. A criminal record check may be required dependent on agency.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CRIM,487,"CRIM 485, a minimum of 90 units and CGPA of 2.75, and/or permission of the school. Applicants must be declared criminology majors. Corequisite: CRIM 489. A criminal record check may be required dependent on agency.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CRIM,488,"Permission of the school, CRIM 485, a minimum of 90 units and CGPA of 2.75. Applicants must be declared criminology majors. Corequisite: CRIM 486. A criminal record check may be required dependent on agency.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CRIM,489,"CRIM 485, a minimum of 90 units and CGPA of 2.75, and/or permission of the school. Applicants must be declared criminology majors. Corequisite: CRIM 487. A criminal record check may be required dependent on agency.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
CRIM,490,Open only to students who have been admitted to the Criminology Honours Program,['Fall 2024']
CRIM,491,Open only to students who have been admitted to the Criminology Honours Program.,['Fall 2024']
CRIM,499,A minimum grade of B in CRIM 490 and 491 is required.,"['Spring 2025', 'Spring 2024']"
DATA,180,Major or honours in Data Science or permission of the program director.,['Fall 2024']
DIAL,393,45 units or permission of instructor. Corequisite: DIAL 394.,['Fall 2024']
DIAL,394,45 units or permission of instructor. Corequisite: DIAL 393.,['Fall 2024']
DIAL,461,45 units and permission of instructor.,['Spring 2024']
EASC,101,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EASC,103,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
EASC,107,,"['Summer 2024', 'Spring 2024']"
EASC,201,EASC 101 with a grade of C- or better. EASC 210 recommended.,"['Spring 2025', 'Spring 2024']"
EASC,202,EASC 101 and CHEM 121. All with a grade of C- or better.,['Fall 2024']
EASC,204,"EASC 101, PHYS 101 or 120 or 125 or 140. All with a grade of C- or better.","['Spring 2025', 'Spring 2024']"
EASC,205,"EASC 202, CHEM 122, and one of: (PHYS 102 and PHYS 133), (PHYS 121 and PHYS 133), (PHYS 126 and PHYS 133) or (PHYS 141). All with a grade of C- or better.","['Spring 2025', 'Spring 2024']"
EASC,206,EASC 101 with a grade of C- or better. Corequisite: EASC 210.,['Fall 2024']
EASC,207,"MATH 152, and one of: (PHYS 102 and PHYS 133), (PHYS 121 and PHYS 133), (PHYS 126 and PHYS 133) or (PHYS 141). All with a grade of C- or better.",['Fall 2024']
EASC,208,"EASC 202, CHEM 121, 122 and 126. All with a grade of C- or better.","['Spring 2025', 'Spring 2024']"
EASC,210,EASC 101 with a grade of C- or better.,"['Spring 2025', 'Spring 2024']"
EASC,301,EASC 205 and 208. All with a grade of C- or better.,['Fall 2024']
EASC,302,"STAT 201 or 270, EASC 201 and 205. All with a grade of C- or better.",['Fall 2024']
EASC,304,"EASC 101 and PHYS 102 or 121 or 126 or 141; and 12 additional units in earth sciences, physical geography or environmental science. All with a grade of C- or better.",['Fall 2024']
EASC,305,"EASC 101; MATH 152, PHYS 121 or 126 or 102 or 141, and STAT 201 or 270 (all with a grade of C- or better), and six units in any 200-division or higher EASC courses.","['Spring 2025', 'Spring 2024']"
EASC,306,"Prerequisite/Corequisite: EASC 201, 204, 205, and 206. All with a grade of C- or better.","['Summer 2025', 'Summer 2024']"
EASC,308,"EASC 201, 206 and 209W. Recommended: EASC 207. All with a grade of C- or better.","['Summer 2025', 'Summer 2024']"
EASC,309,"EASC 201, 204, 205, 206 and 207. All with a grade of C- or better.",['Fall 2024']
EASC,311,EASC 301 with a grade of C- or better. EASC 302 recommended.,"['Spring 2025', 'Spring 2024']"
EASC,312,"EASC 201 and 204. Recommended: EASC 206, 302. All with a grade of C- or better.",['Spring 2025']
EASC,313,EASC 204 with a grade of C- or better.,"['Spring 2025', 'Spring 2024']"
EASC,400,To be determined by instructor.,['Spring 2025']
EASC,401,"EASC 201, 204, 208, and 301. All with a grade of C- or better.",['Fall 2024']
EASC,402,EASC 302 with a grade of C- or better.,['Fall 2024']
EASC,403,"EASC 201, EASC 209W or GEOG 213, and EASC 308. All with a grade of C- or better.","['Spring 2025', 'Spring 2024']"
EASC,405,"EASC 304 or GEOG 311, with a grade of C- or better.",['Spring 2024']
EASC,408,/Corequsite: EASC 309 with a C- or better.,['Fall 2024']
EASC,413,EASC 313 with a grade of C- or better or permission of instructor.,['Fall 2024']
EASC,415,EASC 304.,['Spring 2025']
EASC,420,"EASC 302 or EASC 312, and EASC 304. All with a grade of C- or better.",['Spring 2024']
EASC,491,75 units including 30 units in earth science courses and permission of the department.,"['Fall 2024', 'Spring 2024']"
EASC,493,75 units including 30 units in earth sciences courses and permission of the department.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EASC,498,Permission of the department. Normally taken after completion of 300-level program requirements.,"['Spring 2025', 'Spring 2024']"
EASC,499,"EASC 498 with a grade of B or better, admittance to the honours program, and permission of the department.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
ECON,102,,"['Fall 2024', 'Spring 2024']"
ECON,103,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,104,,['Spring 2025']
ECON,105,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,113,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
ECON,115,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
ECON,201,"ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,222,"ECON 103, MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-, or ECON 113 with a minimum grade of A-.",['Spring 2025']
ECON,233,"MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; 15 units. MATH 150, MATH 151, MATH 154, or MATH 157 may be taken concurrently with ECON 233.","['Spring 2025', 'Spring 2024']"
ECON,260,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-.,"['Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,280,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-.,"['Summer 2025', 'Summer 2024', 'Spring 2024']"
ECON,290,"ECON 103 or ECON 113, with a minimum grade of C-.",['Spring 2025']
ECON,291,"ECON 103 or ECON 113, with a minimum grade of C-; ECON 105 or ECON 115, with a minimum grade of C-.","['Fall 2024', 'Summer 2024']"
ECON,302,ECON 201 with a minimum grade of C-; 60 units.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,305,ECON 201 with a minimum grade of C-; 60 units. Students with a minimum grade of A- in ECON 103 and 105 at Simon Fraser University at their first attempt can complete ECON 305 concurrently with ECON 201 after 30 units. Students seeking permission to enroll on this basis must contact the undergraduate advisor in economics.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,310,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; 60 units.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
ECON,325,ECON 201 with a minimum grade of C-; 60 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
ECON,331,"ECON 103 and 105, with a minimum grade of C-; MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; 60 units or permission of the department.","['Spring 2025', 'Spring 2024']"
ECON,333,"ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; ECON 233, BUS (or BUEC) 232, or STAT 270, with a minimum grade of C-; MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; 60 units. Students with a minimum grade of A- in ECON 233, BUS (or BUEC) 232 or STAT 270 can take ECON 333 after 30 units. Students seeking permission to enroll based on their ECON 233, BUS (or BUEC) 232 or STAT 270 grade must contact the undergraduate advisor in economics.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,334,"ECON 233 or BUS 232 or STAT 270 or POL 201, with a minimum grade of C-; ECON 103 with a minimum grade of C-, or ECON 113 with a minimum grade of A-, or ECON 105 with a minimum grade of C-, or ECON 115 with a minimum grade of A-.",['Fall 2024']
ECON,335,,"['Spring 2025', 'Spring 2024']"
ECON,342,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; 60 units or permission of the department.,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
ECON,345,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; 60 units or permission of the department.,"['Fall 2024', 'Summer 2024', 'Spring 2024']"
ECON,381,ECON 201 with a minimum grade of C-; 60 units.,"['Summer 2025', 'Summer 2024']"
ECON,383,To be determined by the instructor subject to approval by the department chair.,"['Fall 2024', 'Summer 2024']"
ECON,392,ECON 201 with a minimum grade of C-; 60 units.,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
ECON,393,ECON 201 with a minimum grade of C-; 60 units.,['Spring 2025']
ECON,402,"ECON 302 and 331, with a minimum grade of C-. Students who have completed both MATH 232 and 251 may substitute these courses for ECON 331. Entry into this course requires a minimum CGPA of 3.0 or permission of the department.",['Fall 2024']
ECON,403,"ECON 302, 305 and 331, all with a minimum grade of C-. Students who have completed both MATH 232 and 251 may substitute them for ECON 331. Entry into this course requires a minimum CGPA of 3.0 or permission of the department.","['Spring 2025', 'Spring 2024']"
ECON,410,"ECON 201 and ECON 305, all with a minimum grade of C-.","['Summer 2025', 'Fall 2024', 'Summer 2024']"
ECON,425,ECON 302 with a minimum grade of C-.,"['Spring 2025', 'Spring 2024']"
ECON,434,"ECON 333 (or BUEC 333) and ECON 302, all with a minimum grade of C-.",['Spring 2025']
ECON,435,"ECON 201 and ECON (or BUEC) 333, all with a minimum grade of C-. Entry into this course requires a minimum CGPA of 3.0 or permission of the department.",['Fall 2024']
ECON,437,"ECON 201 or ECON 301, with a minimum grade of C-.",['Spring 2024']
ECON,446,"ECON 201, ECON 305 and ECON 345, all with a minimum grade of C-.","['Fall 2024', 'Spring 2024']"
ECON,453,"ECON 201 and ECON (or BUEC) 333, all with a minimum grade of C-.",['Fall 2024']
ECON,460,ECON 302 with a minimum grade of C-.,"['Fall 2024', 'Summer 2024']"
ECON,480,ECON (or BUEC) 333 with a minimum grade of C-.,"['Summer 2025', 'Summer 2024']"
ECON,482,To be determined by the instructor subject to approval by the department chair.,"['Spring 2025', 'Fall 2024']"
ECON,483,To be determined by the instructor subject to approval by the department chair.,['Spring 2024']
ECON,484,To be determined by the instructor subject to approval by the department chair.,"['Summer 2025', 'Spring 2025', 'Summer 2024']"
ECON,494,"ECON 302, 305 and ECON (or BUEC) 333, all with a minimum grade of C-. A minimum CGPA of 3.0.",['Fall 2024']
ECON,498,"ECON 201 and ECON 305, all with a minimum grade of C- and permission of the undergraduate chair of the department.",['Spring 2024']
EDUC,199,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,211,"Students who have credit for MATH 150, MATH 151, MATH 154, MATH 157 need permission of the instructor to participate in EDUC 211 and EDUC 212.",['Fall 2024']
EDUC,212,"Students who have credit for MATH 150, MATH 151, MATH 154, MATH 157 need permission of the instructor to participate in EDUC 211 and EDUC 212.","['Spring 2025', 'Spring 2024']"
EDUC,220,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,222,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
EDUC,230,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,240,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,250,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,252,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,311,60 units.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
EDUC,313,EDUC 401/402 or corequisite EDUC 403.,"['Summer 2025', 'Summer 2024']"
EDUC,315,EDUC 220 or PSYC 250 or LING 100. Students may be required to successfully complete a Criminal Record Check.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,320,EDUC 220.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
EDUC,322,EDUC 220 or PSYC 250.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,323,60 units including EDUC 220.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,324,EDUC 220 or PSYC 250 and 60 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
EDUC,325,EDUC 220.,"['Summer 2025', 'Summer 2024']"
