Department,Course Number,Prerequisites,Offerings,Parsed Prerequisites,Number of Offerings,Simple Prerequisites
CMPT,450,CMPT 295 with a minimum grade of C-.,Fall 2024,(CMPT295),1,CMPT295
CMPT,454,"(CMPT 201 or CMPT 300) and CMPT 354, with a minimum grade of C-.","Spring 2025, Fall 2024, Summer 2024, Spring 2024","(CMPT201,CMPT354),(CMPT300,CMPT354)",4,"CMPT201, CMPT300, CMPT354"
CMPT,459,CMPT 354 with a minimum grade of C-.,"Spring 2025, Fall 2024, Spring 2024",(CMPT354),3,CMPT354
CMPT,461,CMPT 361 with a minimum grade of C-.,"Spring 2025, Spring 2024",(CMPT361),2,CMPT361
CMPT,464,"CMPT 361, MACM 316, both with a minimum grade of C-.",Fall 2024,"(CMPT361,MACM316)",1,"CMPT361, MACM316"
CMPT,466,"CMPT 361 and MACM 316, with a minimum grade of C- or permission of the instructor.",Spring 2025,"(CMPT361,MACM316)",1,"CMPT361, MACM316"
CMPT,469,CMPT 361 with a minimum grade of C-.,"Summer 2025, Spring 2025, Fall 2024, Spring 2024",(CMPT361),4,CMPT361
CMPT,471,"CMPT 300 and 371, with a minimum grade of C-.","Summer 2024, Spring 2024","(CMPT300,CMPT371)",2,"CMPT300, CMPT371"
CMPT,473,(CMPT 275 or CMPT 276) with a minimum grade of C- and 15 upper division CMPT units.,Fall 2024,"(CMPT275),(CMPT276)",1,"CMPT275, CMPT276"
CMPT,474,CMPT 371 with a minimum grade of C-.,Spring 2024,(CMPT371),1,CMPT371
CMPT,475,"CMPT 275 or CMPT 276, (MACM 201 or CMPT 210) , all with a minimum grade of C- and 15 units of upper division courses. Recommended: Co-op experience.","Spring 2025, Fall 2024, Spring 2024","(CMPT275,MACM201),(CMPT275,CMPT210),(CMPT276,MACM201),(CMPT276,CMPT210)",3,"CMPT210, CMPT275, CMPT276, MACM201"
CMPT,476,"MATH 232 or MATH 240, with a minimum grade of C-.",Spring 2024,"(MATH232),(MATH240)",1,"MATH232, MATH240"
CMPT,477,"CMPT 275 or 276, with a minimum grade of C-.",Fall 2024,"(CMPT275),(CMPT276)",1,"CMPT275, CMPT276"
CMPT,478,"CMPT 476 or PHYS 416, with a minimum grade of C-.","Spring 2025, Summer 2024","(CMPT476),(PHYS416)",2,"CMPT476, PHYS416"
CMPT,479,"CMPT 201 or CMPT 300, with a minimum grade of C-.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(CMPT201),(CMPT300)",5,"CMPT201, CMPT300"
CMPT,489,CMPT 383 with a minimum grade of C-.,"Spring 2025, Fall 2024, Summer 2024",(CMPT383),3,CMPT383
CMPT,493,"CMPT 275 or CMPT 276, at least 80 units, CGPA and UDGPA over 3.0, enrolled in any CS major program. Participation in the practicum is competitive and an application must be submitted to the Undergraduate Chair by a defined due date announced each term.","Summer 2025, Spring 2025, Summer 2024, Spring 2024","(CMPT275),(CMPT276)",4,"CMPT275, CMPT276"
CMPT,494,Students must have completed at least 15 units of upper division CMPT courses. Successful Capstone Project Proposal.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
CMPT,495,CMPT 494 with a minimum grade of C-. CMPT 495 must be taken in the term immediately following the successful completion of CMPT 494 and must be for the same project and faculty supervisor.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(CMPT494),5,CMPT494
CMPT,496,"Students must have completed 90 units, including 15 units of upper division CMPT courses, and have a GPA of at least 3.00. The proposal must be submitted to the undergraduate chair at least 15 days in advance of the term. The proposal must be signed by the supervisor(s) and the undergraduate chair.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
CMPT,497,Submission of a satisfactory capstone project proposal.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
CMPT,498,"Students must have completed 90 units, including 15 units of upper division CMPT courses, and have a GPA of at least 3.00. The proposal must be submitted to the Undergraduate Chair at least 15 days in advance of the term. The proposal must be signed by the supervisor(s) and the undergraduate chair.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
COGS,110,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
COGS,200,COGS 100.,"Spring 2025, Fall 2024, Spring 2024",(COGS100),3,COGS100
COGS,300,60 credits.,Spring 2025,N/A,1,N/A
COGS,310,COGS 100 and 200 (or permission of the instructor).,Fall 2024,"(COGS100,COGS200)",1,"COGS100, COGS200"
COGS,315,"One of: PHIL 110, 210, 310, 314, MACM 101, BUEC 232 or STAT 270.","Fall 2024, Spring 2024","(PHIL110),(PHIL210),(PHIL310),(PHIL314),(MACM101),(BUEC232),(STAT270)",2,"BUEC232, MACM101, PHIL110, PHIL210, PHIL310, PHIL314, STAT270"
COGS,490,Approval of cognitive science steering committee after completion of at least 7 upper division courses within the Cognitive Science Honours program requirements.,Spring 2025,N/A,1,N/A
CRIM,101,N/A,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,4,N/A
CRIM,103,PSYC 100 and 102 are recommended.,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,4,N/A
CRIM,104,SA 150 is recommended.,"Summer 2025, Spring 2025, Fall 2024, Spring 2024",N/A,4,N/A
CRIM,131,N/A,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,4,N/A
CRIM,135,N/A,"Summer 2025, Spring 2025, Fall 2024, Spring 2024",N/A,4,N/A
CRIM,210,CRIM 101 and CRIM 131.,"Fall 2024, Spring 2024","(CRIM101,CRIM131)",2,"CRIM101, CRIM131"
CRIM,220,Any 100 division CRIM course is recommended.,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,4,N/A
CRIM,230,CRIM 135.,"Spring 2025, Fall 2024, Spring 2024",(CRIM135),3,CRIM135
CRIM,241,CRIM 131.,"Fall 2024, Spring 2024",(CRIM131),2,CRIM131
CRIM,251,CRIM 131.,"Spring 2025, Fall 2024, Spring 2024",(CRIM131),3,CRIM131
CRIM,302,CRIM 101.,"Spring 2025, Summer 2024, Spring 2024",(CRIM101),3,CRIM101
CRIM,303,Any 100 division CRIM course.,"Fall 2024, Spring 2024",N/A,2,N/A
CRIM,304,Any 100 division CRIM courses.,"Spring 2025, Fall 2024",N/A,2,N/A
CRIM,311,CRIM 101.,"Spring 2025, Spring 2024",(CRIM101),2,CRIM101
CRIM,314,CRIM 101. Recommended: CRIM 131.,Spring 2024,(CRIM101),1,CRIM101
CRIM,315,45 units.,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
CRIM,317,CRIM 101.,"Fall 2024, Summer 2024",(CRIM101),2,CRIM101
CRIM,318,CRIM 101.,"Spring 2025, Fall 2024, Spring 2024",(CRIM101),3,CRIM101
CRIM,320,CRIM 101; one of CRIM 120 or 220. CRIM 320 may be taken concurrently with CRIM 321.,"Spring 2025, Fall 2024, Spring 2024","(CRIM101,CRIM120),(CRIM101,CRIM220)",3,"CRIM101, CRIM120, CRIM220"
CRIM,321,CRIM 101; one of CRIM 120 or 220. This course may be taken concurrently with CRIM 320.,"Spring 2025, Fall 2024, Summer 2024, Spring 2024","(CRIM101,CRIM120),(CRIM101,CRIM220)",4,"CRIM101, CRIM120, CRIM220"
CRIM,326,CRIM 101 and CRIM 103.,Spring 2025,"(CRIM101,CRIM103)",1,"CRIM101, CRIM103"
CRIM,330,CRIM 101 and 230.,"Summer 2025, Spring 2025, Fall 2024, Spring 2024","(CRIM101,CRIM230)",4,"CRIM101, CRIM230"
CRIM,331,CRIM 101 and 230.,Spring 2025,"(CRIM101,CRIM230)",1,"CRIM101, CRIM230"
CRIM,332,CRIM 101 and 135.,"Fall 2024, Spring 2024","(CRIM101,CRIM135)",2,"CRIM101, CRIM135"
CRIM,335,CRIM 101 and CRIM 135.,"Summer 2025, Fall 2024","(CRIM101,CRIM135)",2,"CRIM101, CRIM135"
CRIM,338,CRIM 101 and 135.,Spring 2025,"(CRIM101,CRIM135)",1,"CRIM101, CRIM135"
CRIM,340,CRIM 101 and 220.,Spring 2024,"(CRIM101,CRIM220)",1,"CRIM101, CRIM220"
CRIM,343,CRIM 101. Recommended: CRIM 241.,"Fall 2024, Spring 2024",(CRIM101),2,CRIM101
CRIM,344,CRIM 101 and CRIM 135.,"Fall 2024, Spring 2024","(CRIM101,CRIM135)",2,"CRIM101, CRIM135"
CRIM,346,CRIM 101. Recommended: CRIM 241,"Spring 2025, Spring 2024",(CRIM101),2,CRIM101
CRIM,350,CRIM 101.,Spring 2025,(CRIM101),1,CRIM101
CRIM,351,CRIM 101 and 251.,Spring 2024,"(CRIM101,CRIM251)",1,"CRIM101, CRIM251"
CRIM,352,CRIM 101.,Fall 2024,(CRIM101),1,CRIM101
CRIM,355,45 units.,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
CRIM,356,45 units.,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
CRIM,357,CRIM 101.,Fall 2024,(CRIM101),1,CRIM101
CRIM,358,CRIM 101. Recommended: CRIM 320 or equivalent.,Spring 2025,(CRIM101),1,CRIM101
CRIM,370,"CRIM 320 and 330, and written application to the school no later than the last day of classes of the preceding term. CRIM 370 and 470 may not be taken concurrently.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(CRIM320,CRIM330)",5,"CRIM320, CRIM330"
CRIM,380,CRIM 101.,"Summer 2025, Fall 2024, Summer 2024",(CRIM101),3,CRIM101
CRIM,402,CRIM 101.,Spring 2025,(CRIM101),1,CRIM101
CRIM,405,CRIM 101.,Fall 2024,(CRIM101),1,CRIM101
CRIM,406,CRIM 101.,"Spring 2025, Spring 2024",(CRIM101),2,CRIM101
CRIM,410,CRIM 131.,Fall 2024,(CRIM131),1,CRIM131
CRIM,416,CRIM 101.,"Summer 2025, Summer 2024, Spring 2024",(CRIM101),3,CRIM101
CRIM,417,CRIM 101.,"Spring 2025, Fall 2024, Spring 2024",(CRIM101),3,CRIM101
CRIM,418,CRIM 101.,Spring 2024,(CRIM101),1,CRIM101
CRIM,419,CRIM 101 or FNST 101 or 201 or permission of the instructor.,Fall 2024,"(CRIM101),(FNST101),(FNST201)",1,"CRIM101, FNST101, FNST201"
CRIM,429,CRIM 101 or FNST 101 or 201 or permission of instructor.,"Spring 2025, Spring 2024","(CRIM101),(FNST101),(FNST201)",2,"CRIM101, FNST101, FNST201"
CRIM,433,CRIM 101.,"Fall 2024, Spring 2024",(CRIM101),2,CRIM101
CRIM,438,CRIM 330 is recommended.,"Spring 2025, Fall 2024",(CRIM330),2,CRIM330
CRIM,441,CRIM 220.,Fall 2024,(CRIM220),1,CRIM220
CRIM,451,CRIM 101. Recommended: CRIM 355.,Fall 2024,(CRIM101),1,CRIM101
CRIM,452,CRIM 101. Recommended: CRIM 357.,"Spring 2025, Spring 2024",(CRIM101),2,CRIM101
CRIM,453,CRIM 101.,Spring 2024,(CRIM101),1,CRIM101
CRIM,454,CRIM 101.,Fall 2024,(CRIM101),1,CRIM101
CRIM,458,CRIM 251.,Spring 2025,(CRIM251),1,CRIM251
CRIM,459,CRIM 101.,Spring 2024,(CRIM101),1,CRIM101
CRIM,460,CRIM 101.,Spring 2025,(CRIM101),1,CRIM101
CRIM,470,"CRIM 320, 321 and 330. Written application to the school no later than the last day of classes of the preceding term. Reserved for criminology honours and majors. Recommended: CRIM 370.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(CRIM320,CRIM321,CRIM330)",5,"CRIM320, CRIM321, CRIM330"
CRIM,480,CRlM 380.,Fall 2024,(CRIM380),1,CRIM380
CRIM,485,"Permission of the school, and minimum 90 units and CGPA of 2.75. Applicants must be declared criminology majors.","Summer 2025, Spring 2025, Summer 2024, Spring 2024",N/A,4,N/A
CRIM,486,"Permission of the school, and minimum 90 units and CGPA of 2.75. Applicants must be declared criminology majors and must be enrolled in or have completed CRIM 320, 321 and 485. Corequisite: CRIM 488. A criminal record check may be required dependent on agency.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(CRIM320,CRIM321,CRIM485)",5,"CRIM320, CRIM321, CRIM485"
CRIM,487,"CRIM 485, a minimum of 90 units and CGPA of 2.75, and/or permission of the school. Applicants must be declared criminology majors. Corequisite: CRIM 489. A criminal record check may be required dependent on agency.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(CRIM485),5,CRIM485
CRIM,488,"Permission of the school, CRIM 485, a minimum of 90 units and CGPA of 2.75. Applicants must be declared criminology majors. Corequisite: CRIM 486. A criminal record check may be required dependent on agency.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(CRIM485),5,CRIM485
CRIM,489,"CRIM 485, a minimum of 90 units and CGPA of 2.75, and/or permission of the school. Applicants must be declared criminology majors. Corequisite: CRIM 487. A criminal record check may be required dependent on agency.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(CRIM485),5,CRIM485
CRIM,490,Open only to students who have been admitted to the Criminology Honours Program,Fall 2024,N/A,1,N/A
CRIM,491,Open only to students who have been admitted to the Criminology Honours Program.,Fall 2024,N/A,1,N/A
CRIM,499,A minimum grade of B in CRIM 490 and 491 is required.,"Spring 2025, Spring 2024","(CRIM490,CRIM491)",2,"CRIM490, CRIM491"
DATA,180,Major or honours in Data Science or permission of the program director.,Fall 2024,N/A,1,N/A
DIAL,393,45 units or permission of instructor. Corequisite: DIAL 394.,Fall 2024,N/A,1,N/A
DIAL,394,45 units or permission of instructor. Corequisite: DIAL 393.,Fall 2024,N/A,1,N/A
DIAL,461,45 units and permission of instructor.,Spring 2024,N/A,1,N/A
EASC,101,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
EASC,103,N/A,"Summer 2025, Spring 2025, Fall 2024, Spring 2024",N/A,4,N/A
EASC,107,N/A,"Summer 2024, Spring 2024",N/A,2,N/A
EASC,201,EASC 101 with a grade of C- or better. EASC 210 recommended.,"Spring 2025, Spring 2024",(EASC101),2,EASC101
EASC,202,EASC 101 and CHEM 121. All with a grade of C- or better.,Fall 2024,"(EASC101,CHEM121)",1,"CHEM121, EASC101"
EASC,204,"EASC 101, PHYS 101 or 120 or 125 or 140. All with a grade of C- or better.","Spring 2025, Spring 2024","(EASC101,PHYS101),(EASC101,PHYS120),(EASC101,PHYS125),(EASC101,PHYS140)",2,"EASC101, PHYS101, PHYS120, PHYS125, PHYS140"
EASC,205,"EASC 202, CHEM 122, and one of: (PHYS 102 and PHYS 133), (PHYS 121 and PHYS 133), (PHYS 126 and PHYS 133) or (PHYS 141). All with a grade of C- or better.","Spring 2025, Spring 2024","(EASC202,CHEM122,PHYS102,PHYS133),(EASC202,CHEM122,PHYS121,PHYS133),(EASC202,CHEM122,PHYS126,PHYS133),(EASC202,CHEM122,PHYS141)",2,"CHEM122, EASC202, PHYS102, PHYS121, PHYS126, PHYS133, PHYS141"
EASC,206,EASC 101 with a grade of C- or better. Corequisite: EASC 210.,Fall 2024,(EASC101),1,EASC101
EASC,207,"MATH 152, and one of: (PHYS 102 and PHYS 133), (PHYS 121 and PHYS 133), (PHYS 126 and PHYS 133) or (PHYS 141). All with a grade of C- or better.",Fall 2024,"(MATH152,PHYS102,PHYS133),(MATH152,PHYS121,PHYS133),(MATH152,PHYS126,PHYS133),(MATH152,PHYS141)",1,"MATH152, PHYS102, PHYS121, PHYS126, PHYS133, PHYS141"
EASC,208,"EASC 202, CHEM 121, 122 and 126. All with a grade of C- or better.","Spring 2025, Spring 2024","(EASC202,CHEM121,CHEM122,CHEM126)",2,"CHEM121, CHEM122, CHEM126, EASC202"
EASC,210,EASC 101 with a grade of C- or better.,"Spring 2025, Spring 2024",(EASC101),2,EASC101
EASC,301,EASC 205 and 208. All with a grade of C- or better.,Fall 2024,"(EASC205,EASC208)",1,"EASC205, EASC208"
EASC,302,"STAT 201 or 270, EASC 201 and 205. All with a grade of C- or better.",Fall 2024,"(STAT201,EASC201,EASC205),(STAT270,EASC201,EASC205)",1,"EASC201, EASC205, STAT201, STAT270"
EASC,304,"EASC 101 and PHYS 102 or 121 or 126 or 141; and 12 additional units in earth sciences, physical geography or environmental science. All with a grade of C- or better.",Fall 2024,"(EASC101,PHYS102),(EASC101,PHYS121),(EASC101,PHYS126),(EASC101,PHYS141)",1,"EASC101, PHYS102, PHYS121, PHYS126, PHYS141"
EASC,305,"EASC 101; MATH 152, PHYS 121 or 126 or 102 or 141, and STAT 201 or 270 (all with a grade of C- or better), and six units in any 200-division or higher EASC courses.","Spring 2025, Spring 2024","(EASC101,MATH152,PHYS121,STAT201),(EASC101,MATH152,PHYS121,STAT270),(EASC101,MATH152,PHYS126,STAT201),(EASC101,MATH152,PHYS126,STAT270),(EASC101,MATH152,PHYS102,STAT201),(EASC101,MATH152,PHYS102,STAT270),(EASC101,MATH152,PHYS141,STAT201),(EASC101,MATH152,PHYS141,STAT270)",2,"EASC101, MATH152, PHYS102, PHYS121, PHYS126, PHYS141, STAT201, STAT270"
EASC,306,"Prerequisite/Corequisite: EASC 201, 204, 205, and 206. All with a grade of C- or better.","Summer 2025, Summer 2024","(EASC201,EASC204,EASC205,EASC206)",2,"EASC201, EASC204, EASC205, EASC206"
EASC,308,"EASC 201, 206 and 209W. Recommended: EASC 207. All with a grade of C- or better.","Summer 2025, Summer 2024","(EASC201,EASC206,EASC209W)",2,"EASC201, EASC206, EASC209W"
EASC,309,"EASC 201, 204, 205, 206 and 207. All with a grade of C- or better.",Fall 2024,"(EASC201,EASC204,EASC205,EASC206,EASC207)",1,"EASC201, EASC204, EASC205, EASC206, EASC207"
EASC,311,EASC 301 with a grade of C- or better. EASC 302 recommended.,"Spring 2025, Spring 2024",(EASC301),2,EASC301
EASC,312,"EASC 201 and 204. Recommended: EASC 206, 302. All with a grade of C- or better.",Spring 2025,"(EASC201,EASC204)",1,"EASC201, EASC204"
EASC,313,EASC 204 with a grade of C- or better.,"Spring 2025, Spring 2024",(EASC204),2,EASC204
EASC,400,To be determined by instructor.,Spring 2025,N/A,1,N/A
EASC,401,"EASC 201, 204, 208, and 301. All with a grade of C- or better.",Fall 2024,"(EASC201,EASC204,EASC208,EASC301)",1,"EASC201, EASC204, EASC208, EASC301"
EASC,402,EASC 302 with a grade of C- or better.,Fall 2024,(EASC302),1,EASC302
EASC,403,"EASC 201, EASC 209W or GEOG 213, and EASC 308. All with a grade of C- or better.","Spring 2025, Spring 2024","(EASC201,EASC209W,EASC308),(EASC201,GEOG213,EASC308)",2,"EASC201, EASC209W, EASC308, GEOG213"
EASC,405,"EASC 304 or GEOG 311, with a grade of C- or better.",Spring 2024,"(EASC304),(GEOG311)",1,"EASC304, GEOG311"
EASC,408,/Corequsite: EASC 309 with a C- or better.,Fall 2024,(EASC309),1,EASC309
EASC,413,EASC 313 with a grade of C- or better or permission of instructor.,Fall 2024,(EASC313),1,EASC313
EASC,415,EASC 304.,Spring 2025,(EASC304),1,EASC304
EASC,420,"EASC 302 or EASC 312, and EASC 304. All with a grade of C- or better.",Spring 2024,"(EASC302,EASC304),(EASC312,EASC304)",1,"EASC302, EASC304, EASC312"
EASC,491,75 units including 30 units in earth science courses and permission of the department.,"Fall 2024, Spring 2024",N/A,2,N/A
EASC,493,75 units including 30 units in earth sciences courses and permission of the department.,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,4,N/A
EASC,498,Permission of the department. Normally taken after completion of 300-level program requirements.,"Spring 2025, Spring 2024",N/A,2,N/A
EASC,499,"EASC 498 with a grade of B or better, admittance to the honours program, and permission of the department.","Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
ECON,102,N/A,"Fall 2024, Spring 2024",N/A,2,N/A
ECON,103,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
ECON,104,N/A,Spring 2025,N/A,1,N/A
ECON,105,N/A,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
ECON,113,N/A,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
ECON,115,N/A,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
ECON,201,"ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-; ECON 105 with a minimum grade of C- or ECON 115 with a minimum grade of A-; MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024","(ECON103,MATH150),(ECON103,MATH151),(ECON103,MATH154),(ECON103,MATH157),(ECON113,MATH150),(ECON113,MATH151),(ECON113,MATH154),(ECON113,MATH157),(ECON105,MATH150),(ECON105,MATH151),(ECON105,MATH154),(ECON105,MATH157),(ECON115,MATH150),(ECON115,MATH151),(ECON115,MATH154),(ECON115,MATH157)",5,"ECON103, ECON105, ECON113, ECON115, MATH150, MATH151, MATH154, MATH157"
ECON,222,"ECON 103, MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-, or ECON 113 with a minimum grade of A-.",Spring 2025,"(ECON103,MATH150),(ECON103,MATH151),(ECON103,MATH154),(ECON103,MATH157),(ECON113,MATH150),(ECON113,MATH151),(ECON113,MATH154),(ECON113,MATH157)",1,"ECON103, ECON113, MATH150, MATH151, MATH154, MATH157"
ECON,233,"MATH 150, MATH 151, MATH 154, or MATH 157, with a minimum grade of C-; 15 units. MATH 150, MATH 151, MATH 154, or MATH 157 may be taken concurrently with ECON 233.","Spring 2025, Spring 2024","(MATH150),(MATH151),(MATH154),(MATH157)",2,"MATH150, MATH151, MATH154, MATH157"
ECON,260,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-.,"Fall 2024, Summer 2024, Spring 2024","(ECON103),(ECON113)",3,"ECON103, ECON113"
ECON,280,ECON 103 with a minimum grade of C- or ECON 113 with a minimum grade of A-.,"Summer 2025, Summer 2024, Spring 2024","(ECON103),(ECON113)",3,"ECON103, ECON113"
ECON,290,"ECON 103 or ECON 113, with a minimum grade of C-.",Spring 2025,"(ECON103),(ECON113)",1,"ECON103, ECON113"
ECON,291,"ECON 103 or ECON 113, with a minimum grade of C-; ECON 105 or ECON 115, with a minimum grade of C-.","Fall 2024, Summer 2024","(ECON103,ECON105),(ECON103,ECON115),(ECON113,ECON105),(ECON113,ECON115)",2,"ECON103, ECON105, ECON113, ECON115"
ECON,302,ECON 201 with a minimum grade of C-; 60 units.,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",(ECON201),4,ECON201
ECON,305,ECON 201 with a minimum grade of C-; 60 units. Students with a minimum grade of A- in ECON 103 and 105 at Simon Fraser University at their first attempt can complete ECON 305 concurrently with ECON 201 after 30 units. Students seeking permission to enroll on this basis must contact the undergraduate advisor in economics.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(ECON201),5,ECON201
